食材番号,食材名,エネルギー,タンパク質,脂質,炭水化物,食塩相当量
17001,＜調味料類＞　（ウスターソース類）　ウスターソース,117.0,1.0,0.1,27.1,8.5
17002,＜調味料類＞　（ウスターソース類）　中濃ソース,129.0,0.8,0.1,30.9,5.8
17003,＜調味料類＞　（ウスターソース類）　濃厚ソース,130.0,0.9,0.1,30.9,5.6
17085,＜調味料類＞　（ウスターソース類）　お好み焼きソース,144.0,1.6,0.1,33.7,4.9
17004,＜調味料類＞　（辛味調味料類）　トウバンジャン,49.0,2.0,2.3,7.9,17.8
17005,＜調味料類＞　（辛味調味料類）　チリペッパーソース,58.0,0.7,0.5,12.8,1.6
17006,＜調味料類＞　（辛味調味料類）　ラー油,887.0,0.1,99.8,0,0
17007,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,76.0,7.7,0,7.9,14.5
17086,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ　減塩,68.0,8.1,0,9.0,8.3
17008,＜調味料類＞　（しょうゆ類）　うすくちしょうゆ,60.0,5.7,0,5.8,16.0
17139,＜調味料類＞　（しょうゆ類）　うすくちしょうゆ　低塩,77.0,6.4,0,7.6,12.8
17009,＜調味料類＞　（しょうゆ類）　たまりしょうゆ,111.0,11.8,0,15.9,13.0
17010,＜調味料類＞　（しょうゆ類）　さいしこみしょうゆ,101.0,9.6,0,15.9,12.4
17011,＜調味料類＞　（しょうゆ類）　しろしょうゆ,86.0,2.5,0,19.2,14.2
17087,＜調味料類＞　（しょうゆ類）　だししょうゆ,39.0,4.0,0,4.1,7.3
17088,＜調味料類＞　（しょうゆ類）　照りしょうゆ,172.0,2.4,0,35.7,4.0
17012,＜調味料類＞　（食塩類）　食塩,0.0,0,0,0,99.5
17013,＜調味料類＞　（食塩類）　並塩,0.0,0,0,0,97.3
17146,＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料含む,50.0,0.0,0.0,16.7,49.4
17147,＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料不使用,0.0,0.0,0.0,0,45.7
17014,＜調味料類＞　（食塩類）　精製塩　家庭用,0.0,0,0,0,99.6
17089,＜調味料類＞　（食塩類）　精製塩　業務用,0.0,0,0,0,99.6
17090,＜調味料類＞　（食酢類）　黒酢,54.0,1.0,0,9.0,0
17015,＜調味料類＞　（食酢類）　穀物酢,25.0,0.1,0,2.4,0
17016,＜調味料類＞　（食酢類）　米酢,46.0,0.2,0,7.4,0
17091,＜調味料類＞　（食酢類）　果実酢　バルサミコ酢,99.0,0.5,0,19.4,0.1
17017,＜調味料類＞　（食酢類）　果実酢　ぶどう酢,22.0,0.1,0,1.2,0
17018,＜調味料類＞　（食酢類）　果実酢　りんご酢,26.0,0.1,0,2.4,0
17130,＜調味料類＞　（だし類）　あごだし,0.0,0.1,0,0,0
17019,＜調味料類＞　（だし類）　かつおだし　荒節,2.0,0.4,0,0,0.1
17131,＜調味料類＞　（だし類）　かつおだし　本枯れ節,2.0,0.5,0,0,0.1
17020,＜調味料類＞　（だし類）　昆布だし　水出し,4.0,0.1,0,0.9,0.2
17132,＜調味料類＞　（だし類）　昆布だし　煮出し,5.0,0.1,0,1.3,0.2
17021,＜調味料類＞　（だし類）　かつお・昆布だし　荒節・昆布だし,2.0,0.3,0,0.3,0.1
17148,＜調味料類＞　（だし類）　かつお・昆布だし　本枯れ節・昆布だし,2.0,0.3,0,0.4,0.1
17022,＜調味料類＞　（だし類）　しいたけだし,4.0,0.1,0,0.9,0
17023,＜調味料類＞　（だし類）　煮干しだし,1.0,0.1,0.1,0,0.1
17024,＜調味料類＞　（だし類）　鶏がらだし,7.0,0.9,0.4,0,0.1
17025,＜調味料類＞　（だし類）　中華だし,3.0,0.8,0,0,0.1
17026,＜調味料類＞　（だし類）　洋風だし,6.0,1.3,0,0.3,0.5
17027,＜調味料類＞　（だし類）　固形ブイヨン,233.0,7.0,4.3,42.1,43.2
17092,＜調味料類＞　（だし類）　顆粒おでん用,166.0,9.6,0.1,31.7,56.4
17093,＜調味料類＞　（だし類）　顆粒中華だし,210.0,12.6,1.6,36.6,47.5
17028,＜調味料類＞　（だし類）　顆粒和風だし,223.0,24.2,0.3,31.1,40.6
17140,＜調味料類＞　（だし類）　なべつゆ　ストレート　しょうゆ味,20.0,1.0,0,4.1,1.8
17029,＜調味料類＞　（だし類）　めんつゆ　ストレート,44.0,2.2,0,8.7,3.3
17141,＜調味料類＞　（だし類）　めんつゆ　二倍濃縮,71.0,3.4,0,14.4,6.6
17030,＜調味料類＞　（だし類）　めんつゆ　三倍濃縮,98.0,4.5,0,20.0,9.9
17142,＜調味料類＞　（だし類）　ラーメンスープ　濃縮　しょうゆ味　ストレートしょうゆ味,157.0,3.3,11.7,9.9,17.1
17143,＜調味料類＞　（だし類）　ラーメンスープ　濃縮　みそ味　ストレートみそ味,187.0,6.4,11.0,16.8,16.5
17094,＜調味料類＞　（調味ソース類）　甘酢,116.0,0.1,0,28.4,1.2
17095,＜調味料類＞　（調味ソース類）　エビチリの素,54.0,1.2,1.4,9.5,1.8
17031,＜調味料類＞　（調味ソース類）　オイスターソース,105.0,7.7,0.3,18.3,11.4
17096,＜調味料類＞　（調味ソース類）　黄身酢,219.0,6.3,13.1,20.0,5.7
17133,＜調味料類＞　（調味ソース類）　魚醤油　いかなごしょうゆ,64.0,13.9,0,2.1,21.2
17134,＜調味料類＞　（調味ソース類）　魚醤油　いしる　（いしり）,67.0,12.8,0,4.2,21.9
17135,＜調味料類＞　（調味ソース類）　魚醤油　しょっつる,29.0,6.1,0,1.1,24.3
17107,＜調味料類＞　（調味ソース類）　魚醤油　ナンプラー,47.0,9.1,0.1,2.7,22.9
17097,＜調味料類＞　（調味ソース類）　ごま酢,212.0,4.0,8.0,29.9,1.7
17098,＜調味料類＞　（調味ソース類）　ごまだれ,282.0,7.2,15.1,29.2,4.3
17099,＜調味料類＞　（調味ソース類）　三杯酢,85.0,0.9,0,17.8,2.0
17100,＜調味料類＞　（調味ソース類）　二杯酢,59.0,3.5,0,7.6,6.4
17101,＜調味料類＞　（調味ソース類）　すし酢　ちらし・稲荷用,150.0,0.1,0,34.9,6.5
17102,＜調味料類＞　（調味ソース類）　すし酢　にぎり用,70.0,0.2,0,14.3,9.8
17103,＜調味料類＞　（調味ソース類）　すし酢　巻き寿司・箱寿司用,107.0,0.1,0,23.8,8.6
17104,＜調味料類＞　（調味ソース類）　中華風合わせ酢,153.0,3.0,3.4,24.8,5.5
17105,＜調味料類＞　（調味ソース類）　デミグラスソース,82.0,2.9,3.0,11.0,1.3
17106,＜調味料類＞　（調味ソース類）　テンメンジャン,249.0,8.5,7.7,38.1,7.3
17108,＜調味料類＞　（調味ソース類）　冷やし中華のたれ,114.0,2.1,1.2,23.1,5.8
17109,＜調味料類＞　（調味ソース類）　ホワイトソース,99.0,1.8,6.2,9.2,1.0
17110,＜調味料類＞　（調味ソース類）　ぽん酢しょうゆ,49.0,3.4,0.1,7.4,5.8
17137,＜調味料類＞　（調味ソース類）　ぽん酢しょうゆ　市販品,59.0,3.7,0,10.8,7.8
17032,＜調味料類＞　（調味ソース類）　マーボー豆腐の素,115.0,4.2,6.3,10.4,3.6
17111,＜調味料類＞　（調味ソース類）　マリネ液,66.0,0.1,0,10.9,0.9
17033,＜調味料類＞　（調味ソース類）　ミートソース,96.0,3.8,5.0,10.1,1.5
17144,＜調味料類＞　（調味ソース類）　焼きそば粉末ソース,248.0,5.6,0.7,62.4,30.6
17112,＜調味料類＞　（調味ソース類）　焼き鳥のたれ,131.0,3.3,0,28.5,5.8
17113,＜調味料類＞　（調味ソース類）　焼き肉のたれ,164.0,4.3,2.2,32.3,8.3
17114,＜調味料類＞　（調味ソース類）　みたらしのたれ,127.0,0.9,0,30.8,1.7
17115,＜調味料類＞　（調味ソース類）　ゆずこしょう,37.0,1.3,0.8,9.3,25.2
17034,＜調味料類＞　（トマト加工品類）　トマトピューレー,44.0,1.9,0.1,9.9,0
17035,＜調味料類＞　（トマト加工品類）　トマトペースト,94.0,3.8,0.1,22.0,0.1
17036,＜調味料類＞　（トマト加工品類）　トマトケチャップ,104.0,1.6,0.2,27.6,3.1
17037,＜調味料類＞　（トマト加工品類）　トマトソース,41.0,2.0,0.2,8.5,0.6
17038,＜調味料類＞　（トマト加工品類）　チリソース,112.0,1.8,0.1,26.3,3.0
17042,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　全卵型,668.0,1.4,76.0,3.6,1.9
17043,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　卵黄型,668.0,2.5,74.7,0.6,2.0
17118,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズタイプ調味料　低カロリータイプ,262.0,2.9,28.3,3.3,3.9
17040,＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　フレンチドレッシング　分離液状,325.0,0,31.5,12.4,6.3
17116,＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　和風ドレッシング　分離液状,179.0,1.9,14.5,9.3,3.5
17039,＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　和風ドレッシングタイプ調味料　ノンオイルタイプ,83.0,3.1,0.1,16.1,7.4
17117,＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　ごまドレッシング,399.0,2.7,38.3,15.0,4.4
17041,＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　サウザンアイランドドレッシング,392.0,0.3,39.2,12.8,3.0
17149,＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　フレンチドレッシング　乳化液状,376.0,0.1,38.8,9.3,6.4
17044,＜調味料類＞　（みそ類）　米みそ　甘みそ,206.0,9.7,3.0,37.9,6.1
17045,＜調味料類＞　（みそ類）　米みそ　淡色辛みそ,182.0,12.5,6.0,21.9,12.4
17046,＜調味料類＞　（みそ類）　米みそ　赤色辛みそ,178.0,13.1,5.5,21.1,13.0
17120,＜調味料類＞　（みそ類）　米みそ　だし入りみそ,167.0,11.0,5.6,20.6,11.9
17145,＜調味料類＞　（みそ類）　米みそ　だし入りみそ　減塩,164.0,10.3,5.1,22.2,9.7
17047,＜調味料類＞　（みそ類）　麦みそ,184.0,9.7,4.3,30.0,10.7
17048,＜調味料類＞　（みそ類）　豆みそ,207.0,17.2,10.5,14.5,10.9
17119,＜調味料類＞　（みそ類）　減塩みそ,190.0,11.0,5.9,25.7,10.7
17049,＜調味料類＞　（みそ類）　即席みそ　粉末タイプ,321.0,21.9,9.3,43.0,20.6
17050,＜調味料類＞　（みそ類）　即席みそ　ペーストタイプ,122.0,8.9,3.7,15.4,9.6
17121,＜調味料類＞　（みそ類）　辛子酢みそ,216.0,5.0,2.1,44.6,3.3
17122,＜調味料類＞　（みそ類）　ごまみそ,245.0,9.4,9.9,32.9,4.0
17123,＜調味料類＞　（みそ類）　酢みそ,211.0,4.9,1.5,44.8,3.1
17124,＜調味料類＞　（みそ類）　練りみそ,267.0,5.5,1.7,59.1,3.4
17051,＜調味料類＞　（ルウ類）　カレールウ,474.0,6.5,34.1,44.7,10.6
17052,＜調味料類＞　（ルウ類）　ハヤシルウ,501.0,5.8,33.2,47.5,10.7
17125,＜調味料類＞　（その他）　お茶漬けの素　さけ,251.0,20.2,3.7,37.1,33.8
17136,＜調味料類＞　（その他）　キムチの素,125.0,5.3,1.0,26.0,9.3
17053,＜調味料類＞　（その他）　酒かす,215.0,14.9,1.5,23.8,0
17126,＜調味料類＞　（その他）　即席すまし汁,194.0,18.3,0.8,30.5,45.7
17127,＜調味料類＞　（その他）　ふりかけ　たまご,428.0,23.4,21.9,39.7,9.2
17054,＜調味料類＞　（その他）　みりん風調味料,225.0,0.1,0,55.7,0.2
17138,＜調味料類＞　（その他）　料理酒,88.0,0.2,0,4.7,2.2
17055,＜香辛料類＞　オールスパイス　粉,364.0,5.6,5.6,75.2,0.1
17056,＜香辛料類＞　オニオンパウダー,363.0,8.8,1.1,79.8,0.1
17057,＜香辛料類＞　からし　粉,435.0,33.0,14.3,43.7,0.1
17058,＜香辛料類＞　からし　練り,314.0,5.9,14.5,40.1,7.4
17059,＜香辛料類＞　からし　練りマスタード,175.0,4.8,10.6,13.1,3.0
17060,＜香辛料類＞　からし　粒入りマスタード,229.0,7.6,16.0,12.7,4.1
17061,＜香辛料類＞　カレー粉,338.0,13.0,12.2,63.3,0.1
17062,＜香辛料類＞　クローブ　粉,398.0,7.2,13.6,66.4,0.7
17063,＜香辛料類＞　こしょう　黒　粉,362.0,11.0,6.0,66.6,0.2
17064,＜香辛料類＞　こしょう　白　粉,376.0,10.1,6.4,70.1,0
17065,＜香辛料類＞　こしょう　混合　粉,369.0,10.6,6.2,68.3,0.1
17066,＜香辛料類＞　さんしょう　粉,375.0,10.3,6.2,69.6,0
17067,＜香辛料類＞　シナモン　粉,356.0,3.6,3.5,79.6,0.1
17068,＜香辛料類＞　しょうが　粉,365.0,7.8,4.9,72.5,0.1
17069,＜香辛料類＞　しょうが　おろし,41.0,0.7,0.6,8.6,1.5
17070,＜香辛料類＞　セージ　粉,377.0,6.4,10.1,66.9,0.3
17071,＜香辛料類＞　タイム　粉,342.0,6.5,5.2,69.8,0
17072,＜香辛料類＞　チリパウダー,374.0,15.0,8.2,60.1,6.4
17073,＜香辛料類＞　とうがらし　粉,412.0,16.2,9.7,66.8,0
17074,＜香辛料類＞　ナツメグ　粉,520.0,5.7,38.5,47.5,0
17075,＜香辛料類＞　にんにく　ガーリックパウダー　食塩無添加,380.0,19.9,0.8,73.8,0
17128,＜香辛料類＞　にんにく　ガーリックパウダー　食塩添加,382.0,19.9,0.8,73.8,8.4
17076,＜香辛料類＞　にんにく　おろし,170.0,4.7,0.5,37.0,4.6
17077,＜香辛料類＞　バジル　粉,307.0,21.1,2.2,50.6,0.1
17078,＜香辛料類＞　パセリ　乾,341.0,28.7,2.2,51.6,2.2
17079,＜香辛料類＞　パプリカ　粉,385.0,15.5,11.6,55.6,0.2
17080,＜香辛料類＞　わさび　粉　からし粉入り,384.0,16.5,4.4,69.7,0.1
17081,＜香辛料類＞　わさび　練り,265.0,3.3,10.3,39.8,6.1
17082,＜その他＞　酵母　パン酵母　圧搾,105.0,16.5,1.5,12.1,0.1
17083,＜その他＞　酵母　パン酵母　乾燥,307.0,37.1,6.8,43.1,0.3
17084,＜その他＞　ベーキングパウダー,150.0,0,1.2,29.0,17.3
18024,和風料理　和え物類　青菜の白和え,81.0,4.2,3.4,10.5,1.3
18025,和風料理　和え物類　いんげんのごま和え,77.0,3.7,3.4,9.1,1.2
18026,和風料理　和え物類　わかめとねぎの酢みそ和え,85.0,3.8,0.9,16.3,1.8
18028,和風料理　汁物類　とん汁,26.0,1.5,1.5,2.0,0.6
18027,和風料理　酢の物類　紅白なます,34.0,0.6,0.6,7.2,0.6
18029,和風料理　煮物類　卯の花いり,84.0,4.4,4.1,10.7,1.1
18030,和風料理　煮物類　親子丼の具,101.0,8.4,5.2,5.6,1.0
18031,和風料理　煮物類　牛飯の具,122.0,4.1,9.4,6.4,1.0
18032,和風料理　煮物類　切り干し大根の煮物,48.0,2.3,2.5,5.7,0.9
18033,和風料理　煮物類　きんぴらごぼう,84.0,1.4,4.5,11.3,0.9
18034,和風料理　煮物類　ぜんまいのいため煮,80.0,3.4,4.2,8.7,1.1
18035,和風料理　煮物類　筑前煮,85.0,4.4,3.5,10.2,1.1
18036,和風料理　煮物類　肉じゃが,78.0,4.3,1.3,13.0,1.2
18037,和風料理　煮物類　ひじきのいため煮,75.0,3.1,4.0,9.9,1.4
18038,和風料理　その他　アジの南蛮漬け,109.0,8.1,6.1,6.2,0.7
18023,和風料理　その他　松前漬け　しょうゆ漬,166.0,17.0,1.4,24.7,5.2
18040,洋風料理　カレー類　チキンカレー,131.0,5.6,8.8,8.4,1.4
18001,洋風料理　カレー類　ビーフカレー,119.0,2.4,9.0,8.1,1.7
18041,洋風料理　カレー類　ポークカレー,116.0,2.8,8.6,7.7,1.4
18043,洋風料理　コロッケ類　カニクリームコロッケ,255.0,5.1,17.1,22.0,0.8
18044,洋風料理　コロッケ類　コーンクリームコロッケ,245.0,5.1,16.0,23.4,0.8
18018,洋風料理　コロッケ類　ポテトコロッケ,226.0,5.3,12.6,25.2,0.7
18045,洋風料理　シチュー類　チキンシチュー,124.0,6.2,8.0,7.8,0.7
18011,洋風料理　シチュー類　ビーフシチュー,153.0,4.1,12.6,7.1,1.0
18015,洋風料理　素揚げ類　ミートボール,199.0,10.2,12.5,13.4,1.2
18042,洋風料理　スープ類　かぼちゃのクリームスープ,73.0,1.5,3.9,10.1,0.8
18005,洋風料理　スープ類　コーンクリームスープ　コーンクリームスープ,62.0,1.7,2.6,8.5,0.9
18004,洋風料理　スープ類　コーンクリームスープ　粉末タイプ,425.0,8.1,13.7,67.4,7.1
18050,洋風料理　ハンバーグステーキ類　合いびきハンバーグ,197.0,13.4,12.2,10.0,0.9
18051,洋風料理　ハンバーグステーキ類　チキンハンバーグ,171.0,12.6,10.2,8.5,1.2
18052,洋風料理　ハンバーグステーキ類　豆腐ハンバーグ,142.0,9.9,9.2,8.4,0.6
18019,洋風料理　フライ類　いかフライ,227.0,13.3,11.3,19.7,0.5
18020,洋風料理　フライ類　えびフライ,236.0,15.9,11.6,20.5,0.9
18021,洋風料理　フライ類　白身フライ,299.0,9.7,21.8,16.2,0.9
18022,洋風料理　フライ類　メンチカツ,273.0,10.7,18.7,18.7,0.9
18008,洋風料理　フライ用冷凍食品　いかフライ　冷凍,146.0,10.6,2.0,21.4,0.8
18009,洋風料理　フライ用冷凍食品　えびフライ　冷凍,139.0,10.2,1.9,20.3,0.9
18006,洋風料理　フライ用冷凍食品　コロッケ　クリームコロッケ　冷凍,159.0,4.7,6.3,20.9,0.7
18007,洋風料理　フライ用冷凍食品　コロッケ　ポテトコロッケ　冷凍,157.0,4.6,4.9,25.3,0.7
18010,洋風料理　フライ用冷凍食品　白身フライ　冷凍,148.0,11.6,2.7,19.3,0.9
18016,洋風料理　フライ用冷凍食品　メンチカツ　冷凍,196.0,9.9,7.2,23.0,1.1
18003,洋風料理　その他　えびグラタン,128.0,5.5,6.9,12.1,1.0
18014,洋風料理　その他　えびピラフ,146.0,3.3,2.3,29.8,1.4
