食材番号,食材名,エネルギー,タンパク質,脂質,炭水化物,食塩相当量
10435,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　電子レンジ調理,223.0,22.9,15.4,0.1,0.1
10145,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　焼き,270.0,24.5,19.7,0.3,0.1
10436,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　ソテー,266.0,25.2,20.4,0.1,0.1
10437,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　天ぷら,282.0,21.0,20.1,5.1,0.2
10438,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　生,223.0,19.6,17.0,0.1,0.1
10439,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　水煮,244.0,22.7,17.9,0.1,0.1
10440,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　蒸し,228.0,23.2,15.8,0.1,0.1
10441,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　電子レンジ調理,231.0,22.7,16.5,0.1,0.1
10442,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　焼き,229.0,23.9,15.7,0.1,0.1
10443,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　ソテー,269.0,25.8,21.0,0.1,0.1
10444,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　天ぷら,266.0,20.0,18.6,5.5,0.2
10146,＜魚類＞　（さけ・ます類）　にじます　海面養殖　皮つき　生,201.0,21.4,14.2,0.1,0.2
10402,＜魚類＞　（さけ・ます類）　にじます　海面養殖　皮なし　生,176.0,20.5,10.8,0.2,0.1
10147,＜魚類＞　（さけ・ます類）　にじます　海面養殖　皮つき　焼き,238.0,27.2,15.8,0.4,0.2
10148,＜魚類＞　（さけ・ます類）　にじます　淡水養殖　皮つき　生,116.0,19.7,4.6,0.1,0.1
10149,＜魚類＞　（さけ・ます類）　べにざけ　生,127.0,22.5,4.5,0.1,0.1
10150,＜魚類＞　（さけ・ます類）　べにざけ　焼き,163.0,28.5,6.0,0.1,0.2
10151,＜魚類＞　（さけ・ます類）　べにざけ　くん製,143.0,25.7,5.5,0.1,3.8
10152,＜魚類＞　（さけ・ます類）　ますのすけ　生,176.0,19.5,12.5,0,0.1
10153,＜魚類＞　（さけ・ます類）　ますのすけ　焼き,238.0,26.4,16.7,0,0.1
10154,＜魚類＞　（さば類）　まさば　生,211.0,20.6,16.8,0.3,0.3
10155,＜魚類＞　（さば類）　まさば　水煮,253.0,22.6,22.6,0.3,0.2
10156,＜魚類＞　（さば類）　まさば　焼き,264.0,25.2,22.4,0.4,0.3
10403,＜魚類＞　（さば類）　まさば　フライ,316.0,20.0,25.1,6.5,0.3
10404,＜魚類＞　（さば類）　ごまさば　生,131.0,23.0,5.1,0.3,0.2
10405,＜魚類＞　（さば類）　ごまさば　水煮,139.0,24.8,5.2,0.2,0.1
10406,＜魚類＞　（さば類）　ごまさば　焼き,174.0,31.1,6.6,0.3,0.2
10157,＜魚類＞　（さば類）　ごまさば　さば節,330.0,73.9,5.1,0,0.9
10158,＜魚類＞　（さば類）　たいせいようさば　生,295.0,17.2,26.8,0.4,0.3
10159,＜魚類＞　（さば類）　たいせいようさば　水煮,310.0,18.6,28.5,0.4,0.2
10160,＜魚類＞　（さば類）　たいせいようさば　焼き,326.0,21.8,29.3,0.5,0.3
10161,＜魚類＞　（さば類）　加工品　塩さば,263.0,26.2,19.1,0.1,1.8
10162,＜魚類＞　（さば類）　加工品　開き干し,303.0,18.7,28.5,0.2,1.7
10163,＜魚類＞　（さば類）　加工品　しめさば,292.0,18.6,26.9,1.7,1.6
10164,＜魚類＞　（さば類）　缶詰　水煮,174.0,20.9,10.7,0.2,0.9
10165,＜魚類＞　（さば類）　缶詰　みそ煮,210.0,16.3,13.9,6.6,1.1
10166,＜魚類＞　（さば類）　缶詰　味付け,208.0,21.4,12.6,4.0,1.3
10167,＜魚類＞　（さめ類）　あぶらつのざめ　生,138.0,16.8,9.4,0,0.3
10168,＜魚類＞　（さめ類）　よしきりざめ　生,79.0,18.9,0.6,0,0.5
10169,＜魚類＞　（さめ類）　ふかひれ,344.0,83.9,1.6,0,0.5
10170,＜魚類＞　さより　生,88.0,19.6,1.3,0,0.5
10171,＜魚類＞　さわら　生,161.0,20.1,9.7,0.1,0.2
10172,＜魚類＞　さわら　焼き,184.0,23.6,10.8,0.1,0.2
10173,＜魚類＞　さんま　皮つき　生,287.0,18.1,25.6,0.1,0.4
10407,＜魚類＞　さんま　皮なし　生,277.0,17.8,25.0,0.2,0.3
10174,＜魚類＞　さんま　皮つき　焼き,281.0,23.3,22.8,0.2,0.3
10175,＜魚類＞　さんま　開き干し,232.0,19.3,19.0,0.1,1.3
10176,＜魚類＞　さんま　みりん干し,382.0,23.9,25.8,20.4,3.6
10177,＜魚類＞　さんま　缶詰　味付け,259.0,18.9,18.9,5.6,1.4
10178,＜魚類＞　さんま　缶詰　かば焼,219.0,17.4,13.0,9.7,1.5
10179,＜魚類＞　しいら　生,100.0,21.3,1.9,0,0.1
10180,＜魚類＞　（ししゃも類）　ししゃも　生干し　生,152.0,21.0,8.1,0.2,1.2
10181,＜魚類＞　（ししゃも類）　ししゃも　生干し　焼き,162.0,24.3,7.8,0.2,1.6
10182,＜魚類＞　（ししゃも類）　からふとししゃも　生干し　生,160.0,15.6,11.6,0.5,1.5
10183,＜魚類＞　（ししゃも類）　からふとししゃも　生干し　焼き,170.0,18.2,11.3,0.6,2.0
10184,＜魚類＞　したびらめ　生,89.0,19.2,1.6,0,0.4
10185,＜魚類＞　しまあじ　養殖　生,153.0,21.9,8.0,0.1,0.1
10186,＜魚類＞　しらうお　生,70.0,13.6,2.0,0.1,0.4
10187,＜魚類＞　シルバー　生,138.0,18.6,7.9,0,0.2
10188,＜魚類＞　すずき　生,113.0,19.8,4.2,0,0.2
10189,＜魚類＞　（たい類）　きだい　生,100.0,18.6,3.1,0.2,0.2
10190,＜魚類＞　（たい類）　くろだい　生,137.0,20.4,6.7,0.3,0.1
10191,＜魚類＞　（たい類）　ちだい　生,97.0,19.4,2.4,0.1,0.2
10192,＜魚類＞　（たい類）　まだい　天然　生,129.0,20.6,5.8,0.1,0.1
10193,＜魚類＞　（たい類）　まだい　養殖　皮つき　生,160.0,20.9,9.4,0.1,0.1
10194,＜魚類＞　（たい類）　まだい　養殖　皮つき　水煮,182.0,22.2,11.9,0.1,0.1
10195,＜魚類＞　（たい類）　まだい　養殖　皮つき　焼き,186.0,22.7,12.0,0.1,0.1
10408,＜魚類＞　（たい類）　まだい　養殖　皮なし　生,131.0,21.2,5.9,0.2,0.1
10196,＜魚類＞　たかさご　生,93.0,20.2,1.5,0.1,0.1
10197,＜魚類＞　たかべ　生,148.0,18.7,9.0,0,0.3
10198,＜魚類＞　たちうお　生,238.0,16.5,20.9,0,0.2
10199,＜魚類＞　（たら類）　すけとうだら　生,72.0,17.4,1.0,0.1,0.3
10409,＜魚類＞　（たら類）　すけとうだら　フライ,195.0,19.2,11.9,5.7,0.4
10200,＜魚類＞　（たら類）　すけとうだら　すり身,98.0,17.5,0.2,6.6,0.3
10201,＜魚類＞　（たら類）　すけとうだら　すきみだら,165.0,40.5,0.3,0.1,18.8
10202,＜魚類＞　（たら類）　すけとうだら　たらこ　生,131.0,24.0,4.7,0.4,4.6
10203,＜魚類＞　（たら類）　すけとうだら　たらこ　焼き,158.0,28.3,6.1,0.5,5.3
10204,＜魚類＞　（たら類）　すけとうだら　からしめんたいこ,121.0,21.0,3.3,3.0,5.6
10205,＜魚類＞　（たら類）　まだら　生,72.0,17.6,0.2,0.1,0.3
10206,＜魚類＞　（たら類）　まだら　焼き,103.0,25.2,0.2,0.2,0.4
10207,＜魚類＞　（たら類）　まだら　しらこ　生,60.0,13.4,0.8,0.2,0.3
10208,＜魚類＞　（たら類）　まだら　塩だら,61.0,15.2,0.1,0,2.0
10209,＜魚類＞　（たら類）　まだら　干しだら,299.0,73.2,0.8,0.1,3.8
10210,＜魚類＞　（たら類）　加工品　でんぶ,276.0,25.5,1.1,41.5,4.2
10448,＜魚類＞　（たら類）　加工品　桜でんぶ,351.0,10.6,0.5,80.2,2.4
10211,＜魚類＞　ちか　生,82.0,19.5,0.6,0,0.6
10213,＜魚類＞　どじょう　生,72.0,16.1,1.2,0,0.2
10214,＜魚類＞　どじょう　水煮,76.0,17.1,1.2,0,0.3
10215,＜魚類＞　とびうお　生,89.0,21.0,0.7,0.1,0.2
10421,＜魚類＞　とびうお　煮干し,325.0,80.0,2.2,0.1,1.5
10422,＜魚類＞　とびうお　焼き干し,309.0,73.4,3.3,0.1,1.8
10212,＜魚類＞　ナイルティラピア　生,124.0,19.8,5.3,0.2,0.2
10216,＜魚類＞　なまず　生,145.0,18.4,8.6,0,0.1
10217,＜魚類＞　にぎす　生,84.0,18.7,1.2,0.1,0.5
10218,＜魚類＞　にしん　生,196.0,17.4,15.1,0.1,0.3
10219,＜魚類＞　にしん　身欠きにしん,224.0,20.9,16.7,0.2,0.4
10220,＜魚類＞　にしん　開き干し,239.0,18.5,19.7,0.2,0.9
10221,＜魚類＞　にしん　くん製,280.0,23.1,22.1,0,9.9
10222,＜魚類＞　にしん　かずのこ　生,139.0,25.2,6.7,0.2,0.8
10223,＜魚類＞　にしん　かずのこ　乾,358.0,65.2,13.6,0.5,3.6
10224,＜魚類＞　にしん　かずのこ　塩蔵　水戻し,80.0,15.0,3.0,0.6,1.2
10225,＜魚類＞　はぜ　生,78.0,19.1,0.2,0.1,0.2
10226,＜魚類＞　はぜ　つくだ煮,277.0,24.3,3.0,39.9,5.6
10227,＜魚類＞　はぜ　甘露煮,260.0,21.1,2.2,40.3,3.8
10228,＜魚類＞　はたはた　生,101.0,14.1,5.7,0,0.5
10229,＜魚類＞　はたはた　生干し,154.0,16.7,10.3,0,1.3
10230,＜魚類＞　はまふえふき　生,85.0,20.5,0.3,0.1,0.2
10231,＜魚類＞　はも　生,132.0,22.3,5.3,0,0.2
10233,＜魚類＞　ひらまさ　生,128.0,22.6,4.9,0.1,0.1
10234,＜魚類＞　ひらめ　天然　生,96.0,20.0,2.0,0,0.1
10235,＜魚類＞　ひらめ　養殖　皮つき　生,115.0,21.6,3.7,0,0.1
10410,＜魚類＞　ひらめ　養殖　皮なし　生,100.0,21.2,2.5,0.1,0.1
10236,＜魚類＞　（ふぐ類）　とらふぐ　養殖　生,80.0,19.3,0.3,0.2,0.3
10237,＜魚類＞　（ふぐ類）　まふぐ　生,78.0,18.9,0.4,0,0.2
10238,＜魚類＞　ふな　生,93.0,18.2,2.5,0.1,0.1
10239,＜魚類＞　ふな　水煮,104.0,20.3,2.8,0.1,0.1
10240,＜魚類＞　ふな　甘露煮,266.0,15.5,3.6,44.4,3.3
10449,＜魚類＞　ふな　ふなずし,181.0,21.3,7.9,9.2,3.9
10241,＜魚類＞　ぶり　成魚　生,222.0,21.4,17.6,0.3,0.1
10242,＜魚類＞　ぶり　成魚　焼き,260.0,26.2,20.4,0.3,0.1
10243,＜魚類＞　ぶり　はまち　養殖　皮つき　生,217.0,20.7,17.2,0.3,0.1
10411,＜魚類＞　ぶり　はまち　養殖　皮なし　生,180.0,21.0,12.0,0.3,0.1
10244,＜魚類＞　ほうぼう　生,110.0,19.6,4.2,0,0.3
10245,＜魚類＞　ホキ　生,78.0,17.0,1.3,0,0.4
10246,＜魚類＞　ほっけ　生,103.0,17.3,4.4,0.1,0.2
10247,＜魚類＞　ほっけ　塩ほっけ,113.0,18.1,4.9,0.1,3.6
10248,＜魚類＞　ほっけ　開き干し　生,161.0,20.6,9.4,0.1,1.8
10412,＜魚類＞　ほっけ　開き干し　焼き,179.0,23.1,10.9,0.2,2.0
10249,＜魚類＞　ぼら　生,119.0,19.2,5.0,0.1,0.2
10250,＜魚類＞　ぼら　からすみ,353.0,40.4,28.9,0.3,3.6
10251,＜魚類＞　ほんもろこ　生,103.0,17.5,4.1,0.1,0.2
10252,＜魚類＞　（まぐろ類）　きはだ　生,102.0,24.3,1.0,0,0.1
10253,＜魚類＞　（まぐろ類）　くろまぐろ　天然　赤身　生,115.0,26.4,1.4,0.1,0.1
10254,＜魚類＞　（まぐろ類）　くろまぐろ　天然　脂身　生,308.0,20.1,27.5,0.1,0.2
10450,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　生,153.0,24.8,7.6,0.3,0.1
10451,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　水煮,173.0,27.2,8.3,0.3,0.1
10452,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　蒸し,187.0,28.0,9.9,0.2,0.1
10453,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　電子レンジ調理,191.0,30.4,8.7,0.3,0.1
10454,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　焼き,202.0,29.0,10.6,0.3,0.1
10455,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　ソテー,194.0,28.0,10.2,0.3,0.1
10456,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　天ぷら,222.0,25.1,12.6,3.2,0.1
10255,＜魚類＞　（まぐろ類）　びんなが　生,111.0,26.0,0.7,0.2,0.1
10256,＜魚類＞　（まぐろ類）　みなみまぐろ　赤身　生,88.0,21.6,0.4,0.1,0.1
10257,＜魚類＞　（まぐろ類）　みなみまぐろ　脂身　生,322.0,20.3,28.3,0.1,0.1
10258,＜魚類＞　（まぐろ類）　めじまぐろ　生,139.0,25.2,4.8,0.1,0.1
10425,＜魚類＞　（まぐろ類） めばち　赤身　生,115.0,25.4,2.3,0.3,0.1
10426,＜魚類＞　（まぐろ類） めばち　脂身　生,158.0,23.9,7.5,0.4,0.3
10260,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ライト,70.0,16.0,0.7,0.2,0.5
10261,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ホワイト,96.0,18.3,2.5,0.4,0.7
10262,＜魚類＞　（まぐろ類）　缶詰　味付け　フレーク,134.0,19.0,2.3,9.9,1.9
10263,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ライト,265.0,17.7,21.7,0.1,0.9
10264,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ホワイト,279.0,18.8,23.6,0.1,0.9
10265,＜魚類＞　マジェランあいなめ　生,243.0,13.3,22.9,0.1,0.2
10266,＜魚類＞　まながつお　生,161.0,17.1,10.9,0,0.4
10232,＜魚類＞　みなみくろたち　生,112.0,21.7,3.0,0.1,0.3
10267,＜魚類＞　みなみだら　生,68.0,16.4,0.3,0,0.6
10268,＜魚類＞　むつ　生,175.0,16.7,12.6,0,0.2
10269,＜魚類＞　むつ　水煮,161.0,22.2,8.4,0,0.2
10270,＜魚類＞　めじな　生,113.0,19.4,4.5,0.1,0.2
10271,＜魚類＞　めばる　生,100.0,18.1,3.5,0,0.2
10272,＜魚類＞　メルルーサ　生,73.0,17.0,0.6,0,0.4
10273,＜魚類＞　やつめうなぎ　生,245.0,15.8,21.8,0.2,0.1
10274,＜魚類＞　やつめうなぎ　干しやつめ,449.0,50.3,31.2,0.5,0.3
10275,＜魚類＞　やまめ　養殖　生,110.0,18.4,4.3,0.3,0.1
10276,＜魚類＞　わかさぎ　生,71.0,14.4,1.7,0.1,0.5
10277,＜魚類＞　わかさぎ　つくだ煮,308.0,28.7,5.5,38.2,4.8
10278,＜魚類＞　わかさぎ　あめ煮,301.0,26.3,5.1,40.4,4.1
10279,＜貝類＞　あかがい　生,70.0,13.5,0.3,3.5,0.8
10280,＜貝類＞　あげまき　生,44.0,8.1,0.6,2.0,1.5
10281,＜貝類＞　あさり　生,27.0,6.0,0.3,0.4,2.2
10282,＜貝類＞　あさり　つくだ煮,218.0,20.8,2.4,30.1,7.4
10283,＜貝類＞　あさり　缶詰　水煮,102.0,20.3,2.2,1.9,1.0
10284,＜貝類＞　あさり　缶詰　味付け,124.0,16.6,1.9,11.5,1.6
10427,＜貝類＞　あわび　くろあわび　生,76.0,14.3,0.8,3.6,1.1
10428,＜貝類＞　あわび　まだかあわび　生,74.0,14.6,0.4,3.3,0.8
10429,＜貝類＞　あわび　めがいあわび　生,74.0,12.2,0.3,6.8,0.8
10286,＜貝類＞　あわび　干し,257.0,38.0,1.6,23.8,7.4
10287,＜貝類＞　あわび　塩辛,93.0,14.8,3.9,1.4,6.6
10288,＜貝類＞　あわび　水煮缶詰,85.0,19.4,0.4,1.0,1.4
10289,＜貝類＞　いがい　生,63.0,10.3,1.6,3.2,1.4
10290,＜貝類＞　いたやがい　養殖　生,55.0,10.8,0.8,1.5,1.1
10291,＜貝類＞　エスカルゴ　水煮缶詰,75.0,16.5,1.0,0.8,0.7
10292,＜貝類＞　かき　養殖　生,58.0,6.9,2.2,4.9,1.2
10293,＜貝類＞　かき　養殖　水煮,90.0,9.9,3.6,7.1,0.9
10430,＜貝類＞　かき　養殖　フライ,256.0,7.6,11.1,32.9,1.0
10294,＜貝類＞　かき　くん製油漬缶詰,294.0,12.5,22.6,11.2,0.8
10295,＜貝類＞　さざえ　生,83.0,19.4,0.4,0.8,0.6
10296,＜貝類＞　さざえ　焼き,91.0,21.3,0.4,0.9,0.7
10318,＜貝類＞　さるぼう　味付け缶詰,131.0,15.9,2.2,12.9,2.2
10297,＜貝類＞　しじみ　生,54.0,7.5,1.4,4.5,0.4
10413,＜貝類＞　しじみ　水煮,95.0,15.4,2.7,5.5,0.3
10298,＜貝類＞　たいらがい　貝柱　生,94.0,21.8,0.2,1.5,0.7
10299,＜貝類＞　たにし　生,73.0,13.0,1.1,3.6,0.1
10300,＜貝類＞　つぶ　生,82.0,17.8,0.2,2.3,1.0
10301,＜貝類＞　とこぶし　生,78.0,16.0,0.4,3.0,0.7
10303,＜貝類＞　とりがい　斧足　生,81.0,12.9,0.3,6.9,0.3
10304,＜貝類＞　ばい　生,81.0,16.3,0.6,3.1,0.6
10305,＜貝類＞　ばかがい　生,56.0,10.9,0.5,2.4,0.8
10306,＜貝類＞　（はまぐり類）　はまぐり　生,35.0,6.1,0.6,1.8,2.0
10307,＜貝類＞　（はまぐり類）　はまぐり　水煮,79.0,14.9,1.5,2.9,1.2
10308,＜貝類＞　（はまぐり類）　はまぐり　焼き,70.0,13.3,1.0,2.8,2.0
10309,＜貝類＞　（はまぐり類）　はまぐり　つくだ煮,211.0,27.0,2.8,21.4,7.1
10310,＜貝類＞　（はまぐり類）　ちょうせんはまぐり　生,41.0,6.5,1.0,2.7,1.3
10311,＜貝類＞　ほたてがい　生,66.0,13.5,0.9,1.5,0.8
10312,＜貝類＞　ほたてがい　水煮,89.0,17.6,1.9,1.9,0.6
10313,＜貝類＞　ほたてがい　貝柱　生,82.0,16.9,0.3,3.5,0.3
10414,＜貝類＞　ほたてがい　貝柱　焼き,123.0,23.8,0.3,4.6,0.4
10314,＜貝類＞　ほたてがい　貝柱　煮干し,301.0,65.7,1.4,7.6,6.4
10315,＜貝類＞　ほたてがい　貝柱　水煮缶詰,87.0,19.5,0.6,1.5,1.0
10316,＜貝類＞　ほっきがい　生,66.0,11.1,1.1,3.8,0.6
10317,＜貝類＞　みるがい　水管　生,77.0,18.3,0.4,0.3,0.8
10319,＜えび・かに類＞　（えび類）　あまえび　生,85.0,19.8,1.5,0.1,0.8
10320,＜えび・かに類＞　（えび類）　いせえび　生,86.0,20.9,0.4,0,0.9
10321,＜えび・かに類＞　（えび類）　くるまえび　養殖　生,90.0,21.6,0.6,0,0.4
10322,＜えび・かに類＞　（えび類）　くるまえび　養殖　ゆで,116.0,28.2,0.5,0,0.5
10323,＜えび・かに類＞　（えび類）　くるまえび　養殖　焼き,97.0,23.5,0.4,0,0.5
10431,＜えび・かに類＞　（えび類）　さくらえび　生,78.0,16.6,2.0,0.1,0.7
10324,＜えび・かに類＞　（えび類）　さくらえび　ゆで,82.0,18.2,1.5,0,2.1
10325,＜えび・かに類＞　（えび類）　さくらえび　素干し,286.0,64.9,4.0,0.1,3.0
10326,＜えび・かに類＞　（えび類）　さくらえび　煮干し,252.0,59.1,2.5,0.1,8.6
10327,＜えび・かに類＞　（えび類）　大正えび　生,89.0,21.7,0.3,0.1,0.5
10328,＜えび・かに類＞　（えび類）　しばえび　生,78.0,18.7,0.4,0.1,0.6
10415,＜えび・かに類＞　（えび類）　バナメイえび　養殖　生,82.0,19.6,0.6,0.7,0.3
10416,＜えび・かに類＞　（えび類）　バナメイえび　養殖　天ぷら,194.0,20.0,10.3,6.5,0.3
10329,＜えび・かに類＞　（えび類）　ブラックタイガー　養殖　生,77.0,18.4,0.3,0.3,0.4
10330,＜えび・かに類＞　（えび類）　加工品　干しえび,213.0,48.6,2.8,0.3,3.8
10331,＜えび・かに類＞　（えび類）　加工品　つくだ煮,239.0,25.9,2.2,30.1,4.8
10332,＜えび・かに類＞　（かに類）　がざみ　生,61.0,14.4,0.3,0.3,0.9
10333,＜えび・かに類＞　（かに類）　毛がに　生,67.0,15.8,0.5,0.2,0.6
10334,＜えび・かに類＞　（かに類）　毛がに　ゆで,78.0,18.4,0.5,0.2,0.6
10335,＜えび・かに類＞　（かに類）　ずわいがに　生,59.0,13.9,0.4,0.1,0.8
10336,＜えび・かに類＞　（かに類）　ずわいがに　ゆで,65.0,15.0,0.6,0.1,0.6
10337,＜えび・かに類＞　（かに類）　ずわいがに　水煮缶詰,69.0,16.3,0.4,0.2,1.7
10338,＜えび・かに類＞　（かに類）　たらばがに　生,56.0,13.0,0.9,0.2,0.9
10339,＜えび・かに類＞　（かに類）　たらばがに　ゆで,77.0,17.5,1.5,0.3,0.8
10340,＜えび・かに類＞　（かに類）　たらばがに　水煮缶詰,85.0,20.6,0.3,0.1,1.5
10341,＜えび・かに類＞　（かに類）　加工品　がん漬,58.0,8.4,0.4,5.4,19.1
10342,＜いか・たこ類＞　（いか類）　あかいか　生,81.0,17.9,1.5,0,0.5
10343,＜いか・たこ類＞　（いか類）　けんさきいか　生,77.0,17.5,1.0,0.1,0.5
10344,＜いか・たこ類＞　（いか類）　こういか　生,64.0,14.9,1.3,0.1,0.7
10345,＜いか・たこ類＞　（いか類）　するめいか　生,76.0,17.9,0.8,0.1,0.5
10346,＜いか・たこ類＞　（いか類）　するめいか　水煮,98.0,21.9,0.9,0.1,0.6
10347,＜いか・たこ類＞　（いか類）　するめいか　焼き,108.0,23.6,1.0,0.1,0.8
10417,＜いか・たこ類＞　（いか類）　するめいか　胴　皮つき　生,78.0,18.6,0.7,0.1,0.5
10418,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　生,80.0,18.6,0.6,0.1,0.5
10419,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　天ぷら,175.0,16.7,10.8,6.3,0.4
10420,＜いか・たこ類＞　（いか類）　するめいか　耳・足　生,75.0,16.9,0.9,0,0.6
10348,＜いか・たこ類＞　（いか類）　ほたるいか　生,74.0,11.8,3.5,0.2,0.7
10349,＜いか・たこ類＞　（いか類）　ほたるいか　ゆで,91.0,17.7,2.9,0.4,0.6
10350,＜いか・たこ類＞　（いか類）　ほたるいか　くん製,305.0,43.1,7.5,21.3,3.8
10351,＜いか・たこ類＞　（いか類）　ほたるいか　つくだ煮,245.0,27.0,6.7,22.9,3.0
10352,＜いか・たこ類＞　（いか類）　やりいか　生,79.0,17.6,1.0,0.4,0.4
10353,＜いか・たこ類＞　（いか類）　加工品　するめ,304.0,69.2,4.3,0.4,2.3
10354,＜いか・たこ類＞　（いか類）　加工品　さきいか,268.0,45.5,3.1,17.3,6.9
10355,＜いか・たこ類＞　（いか類）　加工品　くん製,202.0,35.2,1.5,12.8,6.1
10356,＜いか・たこ類＞　（いか類）　加工品　切りいかあめ煮,310.0,22.7,4.7,46.1,2.8
10357,＜いか・たこ類＞　（いか類）　加工品　いかあられ,289.0,20.0,1.8,49.1,1.8
10358,＜いか・たこ類＞　（いか類）　加工品　塩辛,114.0,15.2,3.4,6.5,6.9
10359,＜いか・たこ類＞　（いか類）　加工品　味付け缶詰,127.0,21.4,1.8,7.7,1.8
10360,＜いか・たこ類＞　（たこ類）　いいだこ　生,64.0,14.6,0.8,0.1,0.6
10361,＜いか・たこ類＞　（たこ類）　まだこ　生,70.0,16.4,0.7,0.1,0.7
10362,＜いか・たこ類＞　（たこ類）　まだこ　ゆで,91.0,21.7,0.7,0.1,0.6
10432,＜いか・たこ類＞　（たこ類）　みずだこ　生,61.0,13.4,0.9,0.1,1.1
10363,＜その他＞　あみ　つくだ煮,230.0,19.1,1.8,35.1,6.9
10364,＜その他＞　あみ　塩辛,62.0,12.9,1.1,0.8,19.8
10365,＜その他＞　うに　生うに,109.0,16.0,4.8,3.3,0.6
10366,＜その他＞　うに　粒うに,172.0,17.2,5.8,15.6,8.4
10367,＜その他＞　うに　練りうに,166.0,13.5,2.9,22.4,7.1
10368,＜その他＞　おきあみ　生,84.0,15.0,3.2,0.2,1.1
10369,＜その他＞　おきあみ　ゆで,78.0,13.8,3.0,0,1.6
10370,＜その他＞　くらげ　塩蔵　塩抜き,21.0,5.2,0.1,0,0.3
10371,＜その他＞　しゃこ　ゆで,89.0,19.2,1.7,0.2,0.8
10372,＜その他＞　なまこ　生,22.0,4.6,0.3,0.5,1.7
10373,＜その他＞　なまこ　このわた,54.0,11.4,1.8,0.5,4.6
10374,＜その他＞　ほや　生,27.0,5.0,0.8,0.8,3.3
10375,＜その他＞　ほや　塩辛,69.0,11.6,1.1,3.8,3.6
10376,＜水産練り製品＞　かに風味かまぼこ,89.0,12.1,0.5,9.2,2.2
10423,＜水産練り製品＞　黒はんぺん,119.0,11.2,2.9,13.7,1.4
10377,＜水産練り製品＞　昆布巻きかまぼこ,83.0,8.9,0.5,11.0,2.4
10378,＜水産練り製品＞　す巻きかまぼこ,89.0,12.0,0.8,8.7,2.2
10379,＜水産練り製品＞　蒸しかまぼこ,93.0,12.0,0.9,9.7,2.5
10380,＜水産練り製品＞　焼き抜きかまぼこ,102.0,16.2,1.0,7.4,2.4
10381,＜水産練り製品＞　焼き竹輪,119.0,12.2,2.0,13.5,2.1
10382,＜水産練り製品＞　だて巻,190.0,14.6,7.5,17.6,0.9
10383,＜水産練り製品＞　つみれ,104.0,12.0,4.3,6.5,1.4
10384,＜水産練り製品＞　なると,80.0,7.6,0.4,11.6,2.0
10385,＜水産練り製品＞　はんぺん,93.0,9.9,1.0,11.4,1.5
10386,＜水産練り製品＞　さつま揚げ,135.0,12.5,3.7,13.9,1.9
10387,＜水産練り製品＞　魚肉ハム,155.0,13.4,6.7,11.1,2.3
10388,＜水産練り製品＞　魚肉ソーセージ,158.0,11.5,7.2,12.6,2.1
11001,＜畜肉類＞　いのしし　肉　脂身つき　生,249.0,18.8,19.8,0.5,0.1
11002,＜畜肉類＞　いのぶた　肉　脂身つき　生,275.0,18.1,24.1,0.3,0.1
11003,＜畜肉類＞　うさぎ　肉　赤肉　生,131.0,20.5,6.3,0,0.1
11004,＜畜肉類＞　うし　［和牛肉］　かた　脂身つき　生,258.0,17.7,22.3,0.3,0.1
11005,＜畜肉類＞　うし　［和牛肉］　かた　皮下脂肪なし　生,239.0,18.3,19.8,0.3,0.1
11006,＜畜肉類＞　うし　［和牛肉］　かた　赤肉　生,183.0,20.2,12.2,0.3,0.1
11007,＜畜肉類＞　うし　［和牛肉］　かた　脂身　生,692.0,4.0,78.0,0,0
11008,＜畜肉類＞　うし　［和牛肉］　かたロース　脂身つき　生,380.0,13.8,37.4,0.2,0.1
11009,＜畜肉類＞　うし　［和牛肉］　かたロース　皮下脂肪なし　生,373.0,14.0,36.5,0.2,0.1
